nome_curso,nome_aluno,media_global,matricula,cpf,status,tipo_desconto,valor_desconto,nome_departamento,semestre_atual
Engenharia Elétrica,Julia Abreu,7.31,1012633,15875769767,Inativo,Bolsa Parcial,33.0,Escola de Engenharia,7
Engenharia Elétrica,Gustavo Sá,9.45,1014646,15627630681,Inativo,Bolsa Mérito,98.1,Escola de Engenharia,9
Engenharia Elétrica,Larissa Silva,7.52,1015375,29034120056,Matriculado,Bolsa Parcial,35.2,Escola de Engenharia,3
Engenharia Elétrica,Yan Cavalcante,6.57,1013212,68708834105,Inativo,Bolsa Parcial,37.6,Escola de Engenharia,2
Engenharia Elétrica,Zoe Rocha,6.98,1015591,69774911161,Matriculado,Bolsa Parcial,22.1,Escola de Engenharia,2
Engenharia Elétrica,Isaac Almeida,9.48,1013227,2556211148,Inativo,Bolsa Mérito,69.9,Escola de Engenharia,6
Engenharia Elétrica,Bianca Castro,9.94,1011988,32065841965,Inativo,Bolsa Mérito,89.5,Escola de Engenharia,8
Engenharia Elétrica,Luan Teixeira,6.58,1014172,62851878521,Inativo,Bolsa Parcial,40.7,Escola de Engenharia,6
Engenharia Elétrica,Sophie Novaes,6.96,1014958,47264197585,Inativo,Bolsa Parcial,36.7,Escola de Engenharia,1
Engenharia Elétrica,Fernando Pereira,9.83,1012174,73301012360,Matriculado,Bolsa Mérito,68.3,Escola de Engenharia,2
Engenharia Elétrica,Pedro Miguel Gomes,9.83,1014808,91132334739,Matriculado,Bolsa Mérito,96.0,Escola de Engenharia,4
Engenharia Elétrica,Emilly Almeida,7.76,1012093,12983734560,Inativo,Bolsa Parcial,26.9,Escola de Engenharia,8
Engenharia Elétrica,Maria Vitória Santos,7.84,1015618,39471151935,Inativo,Bolsa Parcial,20.6,Escola de Engenharia,1
Engenharia Elétrica,Ana Julia Mendonça,9.98,1014484,74524001133,Inativo,Bolsa Mérito,65.8,Escola de Engenharia,3
Engenharia Elétrica,Ágatha Silva,8.29,1012681,99246740264,Matriculado,Bolsa Mérito,84.0,Escola de Engenharia,4
Engenharia Elétrica,Noah Almeida,8.43,1013059,36721021467,Inativo,Bolsa Mérito,63.4,Escola de Engenharia,1
Engenharia Elétrica,Ryan Rios,7.94,1012858,10333159580,Matriculado,Bolsa Parcial,35.5,Escola de Engenharia,9
Engenharia Elétrica,Milena Moraes,5.4,1012249,43858953966,Inativo,Bolsa Mérito,54.4,Escola de Engenharia,8
Engenharia Elétrica,Stephany Guerra,9.34,1014463,3104647658,Matriculado,Bolsa Mérito,76.6,Escola de Engenharia,5
Engenharia Elétrica,Yago Gonçalves,8.59,1013950,54487503536,Matriculado,Bolsa Mérito,65.6,Escola de Engenharia,7
Engenharia Elétrica,Luiz Felipe Sales,7.64,1013884,53575918399,Inativo,Bolsa Parcial,46.4,Escola de Engenharia,1
Engenharia Elétrica,Daniel Pires,6.02,1013437,78540396272,Matriculado,Bolsa Parcial,20.6,Escola de Engenharia,6
Engenharia Elétrica,Theodoro Vargas,8.35,1015516,50962573458,Inativo,Bolsa Mérito,56.4,Escola de Engenharia,4
Engenharia Elétrica,Ana Liz Costa,9.75,1013503,35452246451,Inativo,Bolsa Mérito,56.1,Escola de Engenharia,3
Engenharia Elétrica,Raquel Aragão,6.9,1014760,75745287790,Matriculado,Bolsa Parcial,22.0,Escola de Engenharia,3
Engenharia Elétrica,Laís Moura,8.97,1013668,89950860538,Matriculado,Bolsa Mérito,50.2,Escola de Engenharia,3
Engenharia Elétrica,Maitê Ferreira,9.08,1014070,90543211205,Matriculado,Bolsa Mérito,73.5,Escola de Engenharia,5
Engenharia Elétrica,Anna Liz Gomes,9.05,1014478,91813842214,Inativo,Bolsa Mérito,98.9,Escola de Engenharia,4
Engenharia Elétrica,Melissa Vasconcelos,9.27,1013260,90914152267,Inativo,Bolsa Mérito,74.7,Escola de Engenharia,1
Engenharia Elétrica,Caroline Ramos,9.78,1015273,65836933513,Matriculado,Bolsa Mérito,95.7,Escola de Engenharia,2
Engenharia Elétrica,Erick Moura,6.76,1012708,8777490963,Inativo,Bolsa Parcial,34.4,Escola de Engenharia,5
Engenharia Elétrica,Yan Gonçalves,9.31,1014991,99783530269,Matriculado,Bolsa Mérito,80.9,Escola de Engenharia,9
Engenharia Elétrica,Miguel da Paz,9.0,1011736,296948350,Inativo,Bolsa Mérito,95.8,Escola de Engenharia,6
Engenharia Elétrica,Cecília Nascimento,8.75,1013800,85180123764,Inativo,Bolsa Mérito,99.4,Escola de Engenharia,6
Engenharia Elétrica,Alexia Martins,7.26,1015909,93039380859,Inativo,Bolsa Parcial,48.5,Escola de Engenharia,4
Engenharia Elétrica,Helena da Luz,8.97,1011871,7692613424,Matriculado,Bolsa Mérito,59.0,Escola de Engenharia,3
Engenharia Elétrica,Felipe Costela,8.4,1012465,66778452155,Inativo,Bolsa Mérito,98.0,Escola de Engenharia,2
Engenharia Elétrica,Daniela Sampaio,7.57,1014328,65132364640,Matriculado,Bolsa Parcial,32.3,Escola de Engenharia,7
Engenharia Elétrica,Dom Gonçalves,6.26,1015219,67175178874,Inativo,Bolsa Parcial,45.0,Escola de Engenharia,5
Engenharia Elétrica,Bella Andrade,9.3,1013587,27188916069,Matriculado,Bolsa Mérito,62.0,Escola de Engenharia,3
Engenharia Elétrica,Manuella Novais,6.76,1012612,84553042328,Matriculado,Bolsa Parcial,28.2,Escola de Engenharia,7
Engenharia Elétrica,Ana Júlia da Mota,6.59,1013422,38482591527,Matriculado,Bolsa Parcial,49.3,Escola de Engenharia,9
Engenharia Elétrica,Kaique Garcia,9.25,1014085,86691606920,Matriculado,Bolsa Mérito,54.0,Escola de Engenharia,1
Engenharia Elétrica,Eduarda Cavalcante,6.16,1011886,88593625965,Matriculado,Bolsa Parcial,43.7,Escola de Engenharia,2
Engenharia Elétrica,Anna Liz Nascimento,9.21,1011817,30100091927,Matriculado,Bolsa Mérito,79.4,Escola de Engenharia,8
Engenharia Elétrica,Raul Melo,8.46,1013749,72517658823,Matriculado,Bolsa Mérito,76.3,Escola de Engenharia,1
Engenharia Elétrica,Heloísa Cassiano,7.02,1011640,42686781099,Inativo,Bolsa Parcial,25.0,Escola de Engenharia,9
Engenharia Elétrica,Pedro Henrique Nascimento,7.5,1015435,72369765353,Matriculado,Bolsa Parcial,21.9,Escola de Engenharia,9
Engenharia Elétrica,Heitor Carvalho,8.73,1015585,15687178358,Inativo,Bolsa Mérito,93.6,Escola de Engenharia,6
Engenharia Elétrica,Marcos Vinicius Oliveira,9.24,1015192,34246004914,Matriculado,Bolsa Mérito,60.5,Escola de Engenharia,7
Engenharia Elétrica,Vicente Costela,8.65,1015570,8653550987,Inativo,Bolsa Mérito,59.5,Escola de Engenharia,6
Engenharia Elétrica,Yuri Borges,7.4,1013341,48929770821,Matriculado,Bolsa Parcial,33.6,Escola de Engenharia,9
Engenharia Elétrica,Bento da Mota,6.49,1013965,15115483290,Inativo,Bolsa Parcial,40.9,Escola de Engenharia,5
Engenharia Elétrica,Manuella Costela,9.09,1014694,21583748729,Matriculado,Bolsa Mérito,60.0,Escola de Engenharia,1
Engenharia Elétrica,Igor Duarte,8.19,1013653,91044593285,Inativo,Bolsa Mérito,65.7,Escola de Engenharia,5
Engenharia Elétrica,Luiz Fernando Monteiro,7.22,1014409,57478779981,Inativo,Bolsa Parcial,22.1,Escola de Engenharia,8
Engenharia Elétrica,Hellena Pires,7.83,1015732,61785331848,Matriculado,Bolsa Parcial,31.8,Escola de Engenharia,7
Engenharia Elétrica,Maria Fernanda Rocha,6.98,1012450,22902419022,Matriculado,Bolsa Parcial,26.0,Escola de Engenharia,5
Engenharia Elétrica,Carolina Melo,6.73,1014937,25068153677,Inativo,Bolsa Parcial,24.1,Escola de Engenharia,2
Engenharia Elétrica,Jade Freitas,7.12,1013932,54339174934,Inativo,Bolsa Parcial,22.1,Escola de Engenharia,9
Engenharia Elétrica,Cecília Pereira,7.94,1014148,92768495167,Inativo,Bolsa Parcial,25.3,Escola de Engenharia,3
Engenharia Elétrica,Pedro Henrique Souza,6.51,1013323,68353273220,Inativo,Bolsa Parcial,49.8,Escola de Engenharia,4
Engenharia Elétrica,Gabriela Machado,9.06,1015174,44372405726,Inativo,Bolsa Mérito,99.7,Escola de Engenharia,7
Engenharia Elétrica,Liz Fernandes,6.57,1012678,72727497109,Inativo,Bolsa Parcial,43.0,Escola de Engenharia,5
Engenharia Elétrica,Benício Brito,7.06,1014052,27848262336,Matriculado,Bolsa Parcial,37.4,Escola de Engenharia,5
Engenharia Elétrica,Ana Lívia Ramos,7.14,1011622,86216693352,Inativo,Bolsa Parcial,40.2,Escola de Engenharia,2
Engenharia Elétrica,Joana da Mata,9.08,1012270,73977591558,Matriculado,Bolsa Mérito,52.1,Escola de Engenharia,7
Engenharia Elétrica,Calebe Vargas,7.53,1015864,70088493387,Inativo,Bolsa Parcial,36.1,Escola de Engenharia,7
Engenharia Elétrica,Maria Cecília Caldeira,6.07,1012759,90592986016,Inativo,Bolsa Parcial,48.4,Escola de Engenharia,1
Engenharia Elétrica,Vitor Gabriel Santos,8.09,1014661,87747213674,Inativo,Bolsa Mérito,73.2,Escola de Engenharia,7
Engenharia Elétrica,Yan Costa,8.1,1015783,63932001992,Inativo,Bolsa Mérito,83.4,Escola de Engenharia,8
Engenharia Elétrica,Júlia Andrade,6.49,1014607,47683201901,Matriculado,Bolsa Parcial,21.6,Escola de Engenharia,8
Engenharia Elétrica,Vitor Gabriel Ramos,7.35,1013473,39812585382,Inativo,Bolsa Parcial,23.4,Escola de Engenharia,2
Engenharia Elétrica,Breno Aragão,8.7,1014838,23941211624,Matriculado,Bolsa Mérito,53.8,Escola de Engenharia,6
Engenharia Elétrica,Augusto Castro,8.37,1015039,60451649822,Matriculado,Bolsa Mérito,78.0,Escola de Engenharia,9
Engenharia Elétrica,Ian Oliveira,6.17,1012432,15064593870,Inativo,Bolsa Parcial,22.3,Escola de Engenharia,4
Engenharia Elétrica,Sophie Câmara,9.0,1015714,13501243800,Inativo,Bolsa Mérito,96.4,Escola de Engenharia,9
Engenharia Elétrica,Ísis Lima,7.81,1013419,54515513777,Matriculado,Bolsa Parcial,32.7,Escola de Engenharia,2
Engenharia Elétrica,Ágatha Andrade,8.22,1012069,20416586234,Inativo,Bolsa Mérito,84.1,Escola de Engenharia,1
Engenharia Elétrica,Sara Aparecida,6.87,1014919,58927233875,Inativo,Bolsa Parcial,49.1,Escola de Engenharia,6
Engenharia Elétrica,Yago Abreu,6.61,1015321,73274152690,Inativo,Bolsa Parcial,35.7,Escola de Engenharia,5
Engenharia Elétrica,Vinicius Duarte,8.7,1012906,44235778172,Inativo,Bolsa Mérito,50.5,Escola de Engenharia,7
Engenharia Elétrica,Luísa Mendes,6.46,1011691,49660305043,Matriculado,Bolsa Parcial,26.5,Escola de Engenharia,8
Engenharia Elétrica,Juliana Viana,9.03,1015240,16293796354,Inativo,Bolsa Mérito,59.8,Escola de Engenharia,8
Engenharia Elétrica,Vinicius Alves,6.39,1015024,410297217,Inativo,Bolsa Parcial,27.4,Escola de Engenharia,4
Engenharia Elétrica,Cauã Araújo,9.32,1012528,13842395851,Inativo,Bolsa Mérito,72.1,Escola de Engenharia,7
Engenharia Elétrica,Carolina Fernandes,9.74,1014892,66649841209,Matriculado,Bolsa Mérito,85.6,Escola de Engenharia,1
Engenharia Elétrica,João Lucas Borges,8.0,1014283,85725094575,Inativo,Bolsa Mérito,82.1,Escola de Engenharia,3
Engenharia Elétrica,Ana Beatriz Andrade,7.32,1013176,53916024678,Inativo,Bolsa Parcial,27.4,Escola de Engenharia,3
Engenharia Elétrica,Leandro Pereira,9.25,1015105,42076482180,Inativo,Bolsa Mérito,98.8,Escola de Engenharia,3
Engenharia Elétrica,Cecilia Pinto,9.96,1012825,85647823532,Inativo,Bolsa Mérito,85.2,Escola de Engenharia,8
Engenharia Elétrica,Maria Flor Andrade,8.46,1013338,63784755205,Matriculado,Bolsa Mérito,66.5,Escola de Engenharia,9
Engenharia Elétrica,Ágatha Rios,7.32,1014133,18922660691,Inativo,Bolsa Parcial,33.7,Escola de Engenharia,4
Engenharia Elétrica,Sarah Viana,9.68,1013866,59282623893,Inativo,Bolsa Mérito,52.2,Escola de Engenharia,6
Engenharia Elétrica,Gabriela Cavalcante,9.77,1015945,43922784945,Inativo,Bolsa Mérito,67.0,Escola de Engenharia,5
Engenharia Elétrica,Beatriz Farias,7.27,1014214,10808106726,Matriculado,Bolsa Parcial,43.0,Escola de Engenharia,6
Engenharia Elétrica,Léo Carvalho,8.63,1014595,97617391057,Inativo,Bolsa Mérito,61.6,Escola de Engenharia,8
Engenharia Elétrica,Maria Laura Guerra,8.32,1014430,36844138338,Inativo,Bolsa Mérito,69.3,Escola de Engenharia,4
Engenharia Elétrica,Ravi Lucca Costa,6.68,1012609,82356720610,Matriculado,Bolsa Parcial,33.2,Escola de Engenharia,9
Engenharia Elétrica,Rafaela Azevedo,9.33,1013569,59762871153,Inativo,Bolsa Mérito,80.2,Escola de Engenharia,1
Engenharia Elétrica,Luara Fogaça,6.01,1013635,78029601486,Inativo,Bolsa Parcial,24.3,Escola de Engenharia,8
Engenharia Elétrica,Catarina Almeida,8.41,1014298,17194447959,Inativo,Bolsa Mérito,92.2,Escola de Engenharia,4
Engenharia Elétrica,José Souza,7.66,1011949,35146913375,Inativo,Bolsa Parcial,32.4,Escola de Engenharia,6
Engenharia Elétrica,Stephany Pacheco,7.21,1015486,86568147194,Inativo,Bolsa Parcial,29.2,Escola de Engenharia,5
Engenharia Elétrica,Breno Cirino,9.22,1015417,20587436091,Inativo,Bolsa Mérito,96.6,Escola de Engenharia,5
Engenharia Elétrica,Fernanda Marques,9.14,1013095,42545701108,Matriculado,Bolsa Mérito,63.3,Escola de Engenharia,5
Engenharia Elétrica,Lucas Gabriel Câmara,9.42,1013692,38182680496,Matriculado,Bolsa Mérito,59.1,Escola de Engenharia,6
Engenharia Elétrica,Nicole Pinto,8.76,1011775,58175919875,Matriculado,Bolsa Mérito,76.4,Escola de Engenharia,4
Engenharia Elétrica,Yan Cirino,6.22,1013623,78933476782,Inativo,Bolsa Parcial,43.0,Escola de Engenharia,3
Engenharia Elétrica,Aurora Viana,6.67,1013230,93423795664,Matriculado,Bolsa Parcial,25.8,Escola de Engenharia,3
Engenharia Elétrica,Mariana Nunes,8.79,1014583,66252236059,Inativo,Bolsa Mérito,71.5,Escola de Engenharia,4
Engenharia Elétrica,Isis Nunes,7.83,1012813,56647410627,Inativo,Bolsa Parcial,22.2,Escola de Engenharia,4
Engenharia Elétrica,Ana Júlia Siqueira,7.79,1013476,59838440093,Inativo,Bolsa Parcial,41.1,Escola de Engenharia,4
Engenharia Elétrica,Luiz Henrique Melo,8.56,1014811,52233962823,Matriculado,Bolsa Mérito,86.2,Escola de Engenharia,2
Engenharia Elétrica,José Miguel Monteiro,7.52,1012138,2733367797,Matriculado,Bolsa Parcial,35.1,Escola de Engenharia,8
Engenharia Elétrica,Maria Sophia Albuquerque,8.79,1014598,51510264039,Inativo,Bolsa Mérito,80.5,Escola de Engenharia,2
Engenharia Elétrica,Leandro Moreira,6.65,1014679,76498996686,Matriculado,Bolsa Parcial,47.1,Escola de Engenharia,1
Engenharia Elétrica,Raul Montenegro,7.96,1014976,99014741921,Inativo,Bolsa Parcial,49.6,Escola de Engenharia,8
Engenharia Elétrica,Vinícius Abreu,8.26,1013029,98642018791,Inativo,Bolsa Mérito,91.9,Escola de Engenharia,9
Engenharia Elétrica,Davi Lucca Cardoso,9.58,1013542,12899977315,Matriculado,Bolsa Mérito,53.4,Escola de Engenharia,9
Engenharia Elétrica,Théo Pinto,6.0,1011706,93494132270,Matriculado,Bolsa Parcial,30.7,Escola de Engenharia,8
Engenharia Elétrica,Lavínia Freitas,6.47,1012420,8601675120,Inativo,Bolsa Parcial,28.6,Escola de Engenharia,4
Engenharia Elétrica,Samuel Cardoso,9.18,1012585,97117518490,Matriculado,Bolsa Mérito,76.7,Escola de Engenharia,5
Engenharia Elétrica,Ana Laura Siqueira,6.67,1013245,58064263055,Inativo,Bolsa Parcial,37.0,Escola de Engenharia,2
Engenharia Elétrica,Zoe Jesus,8.91,1014895,52566110763,Matriculado,Bolsa Mérito,76.4,Escola de Engenharia,9
Engenharia Elétrica,Paulo Rezende,6.35,1014961,11849619924,Matriculado,Bolsa Parcial,47.1,Escola de Engenharia,1
Engenharia Elétrica,Leandro Pacheco,7.7,1015258,92421285154,Inativo,Bolsa Parcial,37.6,Escola de Engenharia,1
Engenharia Elétrica,Theo Lima,6.13,1014433,36788527889,Matriculado,Bolsa Parcial,49.0,Escola de Engenharia,5
Engenharia Elétrica,Isabella Pires,7.84,1013083,47450163485,Matriculado,Bolsa Parcial,46.6,Escola de Engenharia,9
Engenharia Elétrica,Pedro Lucas Pacheco,8.24,1012354,28658501074,Inativo,Bolsa Mérito,86.0,Escola de Engenharia,5
Engenharia Elétrica,Raquel Almeida,8.92,1015489,95269533974,Inativo,Bolsa Mérito,81.2,Escola de Engenharia,6
Engenharia Elétrica,Melissa Brito,6.79,1012219,75876283260,Inativo,Bolsa Parcial,39.7,Escola de Engenharia,3
Engenharia Elétrica,Maria Cecília Oliveira,9.95,1015081,98896393763,Matriculado,Bolsa Mérito,84.3,Escola de Engenharia,9
Engenharia Elétrica,Laura Macedo,6.33,1015786,27363035237,Inativo,Bolsa Parcial,25.1,Escola de Engenharia,4
Engenharia Elétrica,Kevin Gomes,6.42,1014448,81016227897,Inativo,Bolsa Parcial,49.8,Escola de Engenharia,1
Engenharia Elétrica,Aurora Ramos,6.8,1015690,26607533790,Matriculado,Bolsa Parcial,48.3,Escola de Engenharia,1
Engenharia Elétrica,Caleb Farias,6.84,1012123,38144187412,Matriculado,Bolsa Parcial,27.4,Escola de Engenharia,5
Engenharia Elétrica,Leandro das Neves,7.45,1015933,60310688043,Inativo,Bolsa Parcial,44.6,Escola de Engenharia,1
Engenharia Elétrica,Lorenzo Pimenta,7.86,1012501,96078522174,Matriculado,Bolsa Parcial,50.0,Escola de Engenharia,6
Engenharia Elétrica,Theodoro Silveira,8.09,1014286,44449604602,Inativo,Bolsa Mérito,73.7,Escola de Engenharia,4
Engenharia Elétrica,André Lopes,6.17,1014217,12189128892,Inativo,Bolsa Parcial,23.4,Escola de Engenharia,4
Engenharia Elétrica,Lucas Gabriel Cavalcante,6.96,1011856,20902140730,Inativo,Bolsa Parcial,41.3,Escola de Engenharia,9
Engenharia Elétrica,Caleb Oliveira,8.42,1014514,91463952285,Matriculado,Bolsa Mérito,51.0,Escola de Engenharia,4
Engenharia Elétrica,Amanda Gonçalves,7.43,1013920,23573853744,Inativo,Bolsa Parcial,20.3,Escola de Engenharia,1
Engenharia Elétrica,Maria Dias,6.72,1013407,42003146086,Matriculado,Bolsa Parcial,43.4,Escola de Engenharia,5
Engenharia Elétrica,Kaique da Cruz,7.35,1011841,33840762415,Inativo,Bolsa Parcial,26.6,Escola de Engenharia,4
Engenharia Elétrica,Giovanna Borges,6.79,1012651,54322073187,Inativo,Bolsa Parcial,21.3,Escola de Engenharia,2
Engenharia Elétrica,Giovanna Vieira,6.41,1012747,59406777408,Inativo,Bolsa Parcial,43.2,Escola de Engenharia,7
Engenharia Elétrica,José Casa Grande,6.56,1014040,75669100800,Matriculado,Bolsa Parcial,47.5,Escola de Engenharia,9
Engenharia Elétrica,Noah Cavalcante,9.42,1015636,44515103555,Inativo,Bolsa Mérito,65.8,Escola de Engenharia,4
Engenharia Elétrica,Manuella Caldeira,9.71,1015096,27105883582,Inativo,Bolsa Mérito,85.0,Escola de Engenharia,9
Engenharia Elétrica,Yasmin Viana,7.71,1015339,69450951378,Inativo,Bolsa Parcial,26.0,Escola de Engenharia,7
Engenharia Elétrica,Maya Camargo,9.01,1014907,9795438089,Matriculado,Bolsa Mérito,90.6,Escola de Engenharia,4
Engenharia Elétrica,Diogo Oliveira,6.58,1014184,61905225576,Inativo,Bolsa Parcial,49.0,Escola de Engenharia,9
Engenharia Elétrica,Enzo Gabriel Viana,8.54,1012021,95452579115,Inativo,Bolsa Mérito,65.2,Escola de Engenharia,2
Engenharia Elétrica,José Miguel Jesus,8.9,1013224,92439271065,Inativo,Bolsa Mérito,80.4,Escola de Engenharia,6
Engenharia Elétrica,Daniela Macedo,7.54,1013590,53588580052,Inativo,Bolsa Parcial,37.3,Escola de Engenharia,3
Engenharia Elétrica,Cecília Santos,6.51,1014805,846274197,Inativo,Bolsa Parcial,41.4,Escola de Engenharia,8
Engenharia Elétrica,Maria Luiza Correia,6.8,1015318,97454629263,Inativo,Bolsa Parcial,38.2,Escola de Engenharia,4
Engenharia Elétrica,Alexandre Araújo,7.09,1011619,71911026477,Inativo,Bolsa Parcial,49.6,Escola de Engenharia,5
Engenharia Elétrica,Helena Rocha,9.1,1013143,54114789551,Inativo,Bolsa Mérito,67.8,Escola de Engenharia,8
Engenharia Elétrica,Heloísa Castro,9.87,1015549,19734619439,Matriculado,Bolsa Mérito,72.8,Escola de Engenharia,4
Engenharia Elétrica,Ester Porto,6.18,1014562,55978319542,Inativo,Bolsa Parcial,41.2,Escola de Engenharia,5
Engenharia Elétrica,Matheus Costa,7.19,1015387,16916143713,Matriculado,Bolsa Parcial,22.0,Escola de Engenharia,7
Engenharia Elétrica,Luiz Fernando Carvalho,6.64,1014049,30090360596,Matriculado,Bolsa Parcial,42.2,Escola de Engenharia,7
Engenharia Elétrica,Sophia Souza,9.81,1012564,3755225426,Matriculado,Bolsa Mérito,93.7,Escola de Engenharia,8
Engenharia Elétrica,Ravi Vargas,6.96,1012414,66010321561,Inativo,Bolsa Parcial,35.7,Escola de Engenharia,1
Engenharia Elétrica,Alexandre da Rosa,7.37,1015006,71935343436,Matriculado,Bolsa Parcial,47.4,Escola de Engenharia,5
Engenharia Elétrica,Rael Sales,7.32,1015303,18910250383,Matriculado,Bolsa Parcial,35.6,Escola de Engenharia,8
Engenharia Elétrica,Lívia Aragão,7.16,1015846,68336906406,Inativo,Bolsa Parcial,29.2,Escola de Engenharia,7
Engenharia Elétrica,José Miguel Sousa,9.33,1012117,22020007210,Inativo,Bolsa Mérito,54.5,Escola de Engenharia,3
Engenharia Elétrica,Mariah Ramos,8.67,1013752,10961363037,Inativo,Bolsa Mérito,63.9,Escola de Engenharia,9
Engenharia Elétrica,Benjamin Vargas,6.54,1015075,23275669376,Inativo,Bolsa Parcial,48.1,Escola de Engenharia,4
Engenharia Elétrica,Caio Freitas,8.4,1014889,44408373756,Inativo,Bolsa Mérito,65.4,Escola de Engenharia,5
Engenharia Elétrica,Juliana da Luz,7.32,1013929,12344844813,Inativo,Bolsa Parcial,48.7,Escola de Engenharia,5
Engenharia Elétrica,Vinicius Leão,6.85,1011688,23001002930,Matriculado,Bolsa Parcial,34.2,Escola de Engenharia,3
Engenharia Elétrica,José Fernandes,9.15,1013914,60395943945,Matriculado,Bolsa Mérito,77.5,Escola de Engenharia,6
Engenharia Elétrica,Rodrigo Pires,9.75,1012267,55610891274,Inativo,Bolsa Mérito,89.2,Escola de Engenharia,8
Engenharia Elétrica,Nathan Siqueira,7.18,1012807,48141210047,Inativo,Bolsa Parcial,26.8,Escola de Engenharia,2
Engenharia Elétrica,José Miguel Cunha,6.27,1013848,29705005016,Inativo,Bolsa Parcial,32.1,Escola de Engenharia,4
Engenharia Elétrica,Heloisa Vasconcelos,8.96,1012645,34185764877,Inativo,Bolsa Mérito,84.0,Escola de Engenharia,6
Engenharia Elétrica,Benício Fernandes,7.03,1015468,68103529826,Matriculado,Bolsa Parcial,21.7,Escola de Engenharia,8
Engenharia Elétrica,Heloisa Ribeiro,9.13,1012333,9542868300,Matriculado,Bolsa Mérito,97.5,Escola de Engenharia,1
Engenharia Elétrica,Maya Nunes,6.32,1012795,29172364271,Matriculado,Bolsa Parcial,22.2,Escola de Engenharia,1
Engenharia Elétrica,Olívia Melo,7.41,1012630,9624568007,Matriculado,Bolsa Parcial,20.9,Escola de Engenharia,1
Engenharia Elétrica,Carolina Lima,6.54,1014115,19899412690,Inativo,Bolsa Parcial,42.7,Escola de Engenharia,4
Engenharia Elétrica,Lara Farias,8.39,1014658,50307576699,Matriculado,Bolsa Mérito,77.4,Escola de Engenharia,5
Engenharia Elétrica,Enzo Sales,9.46,1012252,39837209430,Inativo,Bolsa Mérito,81.8,Escola de Engenharia,5
Engenharia Elétrica,Antônio Santos,6.56,1013686,65779508823,Inativo,Bolsa Parcial,35.8,Escola de Engenharia,6
Engenharia Elétrica,Maria Luísa Rios,8.98,1011754,13969644443,Inativo,Bolsa Mérito,79.6,Escola de Engenharia,9
Engenharia Elétrica,Yuri Silveira,6.44,1013239,57054453038,Matriculado,Bolsa Parcial,33.3,Escola de Engenharia,5
Engenharia Elétrica,Davi Lucca Nogueira,6.62,1014100,61718847644,Matriculado,Bolsa Parcial,38.6,Escola de Engenharia,4
Engenharia Elétrica,Maria Julia Ramos,9.46,1014724,92199048941,Matriculado,Bolsa Mérito,85.4,Escola de Engenharia,2
Engenharia Elétrica,Alice Costa,9.3,1012483,27979865205,Inativo,Bolsa Mérito,69.8,Escola de Engenharia,8
Engenharia Elétrica,Bruna Sousa,8.7,1015699,86860399177,Matriculado,Bolsa Mérito,53.1,Escola de Engenharia,2
Engenharia Elétrica,Dante Alves,8.06,1013440,69442764387,Inativo,Bolsa Mérito,94.0,Escola de Engenharia,5
Engenharia Elétrica,Maria Julia Oliveira,6.62,1011970,99993311946,Inativo,Bolsa Parcial,38.5,Escola de Engenharia,2
Engenharia Elétrica,Mirella da Rosa,7.35,1015765,3824265764,Matriculado,Bolsa Parcial,47.8,Escola de Engenharia,4
Engenharia Elétrica,Zoe Marques,9.41,1011985,44346590416,Matriculado,Bolsa Mérito,92.0,Escola de Engenharia,5
Engenharia Elétrica,Lorena Camargo,8.31,1015809,53086657966,Inativo,Bolsa Mérito,67.0,Escola de Engenharia,4
Engenharia Elétrica,Lucca Pacheco,7.73,1012068,40999849672,Matriculado,Bolsa Parcial,32.4,Escola de Engenharia,9
Engenharia Elétrica,Agatha Sousa,6.87,1015023,57678728980,Inativo,Bolsa Parcial,36.9,Escola de Engenharia,9
Engenharia Elétrica,Dom Castro,6.44,1013700,9371915893,Inativo,Bolsa Parcial,25.6,Escola de Engenharia,3
Engenharia Elétrica,João Lucas Costela,6.7,1011948,7121945748,Matriculado,Bolsa Parcial,23.4,Escola de Engenharia,5
Engenharia Elétrica,Anna Liz das Neves,8.2,1012527,4134891517,Matriculado,Bolsa Mérito,93.2,Escola de Engenharia,9
Engenharia Elétrica,Milena Lopes,7.03,1013487,42786156388,Inativo,Bolsa Parcial,39.2,Escola de Engenharia,5
Engenharia Elétrica,Eloá Cirino,7.12,1012989,12878860675,Inativo,Bolsa Parcial,36.0,Escola de Engenharia,9
Engenharia Elétrica,Milena Almeida,9.96,1015269,64905854058,Inativo,Bolsa Mérito,57.2,Escola de Engenharia,7
Engenharia Elétrica,Maya Mendes,7.3,1014444,80057682734,Matriculado,Bolsa Parcial,31.5,Escola de Engenharia,7
Engenharia Elétrica,Davi Lucca Fernandes,6.61,1014891,10769490633,Inativo,Bolsa Parcial,42.3,Escola de Engenharia,4
Engenharia Elétrica,Noah Pires,9.69,1012284,12520312170,Matriculado,Bolsa Mérito,64.3,Escola de Engenharia,8
Engenharia Elétrica,Bruno Oliveira,6.47,1015782,93219710210,Inativo,Bolsa Parcial,29.7,Escola de Engenharia,8
Engenharia Elétrica,Vinicius Rios,9.53,1015401,64665736685,Inativo,Bolsa Mérito,67.3,Escola de Engenharia,8
Engenharia Elétrica,João Lucas Souza,6.03,1014066,69627073787,Matriculado,Bolsa Parcial,29.6,Escola de Engenharia,6
