nome_professor,cpf,matricula,nome_departamento,semestre_atual, ,media_global,media_global_professor
Letícia da Paz,63478536260,2000091,Escola de Tecnologia,5,,8.034368998628258,8.03
Laís Moura,47584744978,2000088,Escola de Tecnologia,2,,8.004819112627986,8.0
Daniel Lima,29561215912,6092064,Escola de Engenharia,9,,8.011547248182762,7.99
Maria Liz Vieira,23271772689,2010666,Ciências Biológicas,7,,8.032611464968154,8.03
Olivia Caldeira,23063446772,2010668,Ciências Biológicas,7,,8.032611464968154,7.99
Maria Luísa Souza,8768393234,2010667,Ciências Biológicas,3,,8.033939393939393,8.03
Raul Rodrigues,40031366987,2010670,Ciências Biológicas,2,,8.097638095238096,8.1
Erick Nunes,53530467790,2010662,Ciências Biológicas,6,,7.952380038387715,7.95
Anthony Almeida,73923081378,2010665,Ciências Biológicas,7,,8.032611464968154,8.03
Gustavo Cavalcante,29059970762,2010669,Ciências Biológicas,3,,8.033939393939393,8.03
Calebe Mendonça,63085603852,2010663,Ciências Biológicas,7,,8.032611464968154,8.03
Maria Isis Martins,24338713577,15009879,Ciências Biológicas,9,,,8.03
Maria Costa,61285179841,2004662,Escola de Engenharia,3,,8.016448839208941,8.02
Clarice Borges,56071105019,2004658,Escola de Engenharia,1,,7.969423604757548,7.97
Julia Melo,51506599454,2004652,Escola de Engenharia,1,,7.969423604757548,7.97
Paulo Duarte,26282315128,2004657,Escola de Engenharia,3,,8.016448839208941,8.02
Pedro da Luz,16763892356,2004660,Escola de Engenharia,4,,7.955649622799664,7.99
Maria Flor Azevedo,6228489631,2004654,Escola de Engenharia,7,,7.962367109634552,7.96
Mariane Vasconcelos,33772258560,2004659,Escola de Engenharia,9,,8.011547248182762,8.01
Maria Flor Borges,70242824080,2004650,Escola de Engenharia,6,,7.986284691136975,8.0
Hellena Albuquerque,81690469547,2004651,Escola de Engenharia,3,,8.016448839208941,8.02
Alícia Cunha,82523062648,22544001,Escola de Engenharia,5,,7.928421052631579,7.97
Davi Lucca Almeida,74932952597,2006287,Escola de Engenharia,8,,8.0739901071723,8.07
Maria Luísa Nascimento,61300253053,2006289,Escola de Engenharia,2,,7.99183147033534,7.99
Isabella Duarte,82344700110,2006286,Escola de Engenharia,3,,8.016448839208941,8.02
Mateus Garcia,19747249490,2006288,Escola de Engenharia,5,,7.928421052631579,7.93
Davi Montenegro,2955643921,14343810,Escola de Tecnologia,9,,,7.98
Samuel Aparecida,58484202352,2003014,Escola de Tecnologia,2,,8.004819112627986,8.0
Guilherme Silveira,33541582680,2003012,Escola de Tecnologia,7,,8.030921933085502,8.03
Helena Araújo,23963516542,2003008,Escola de Tecnologia,1,,8.03510148849797,8.03
Ester Carvalho,95149359899,2003010,Escola de Tecnologia,7,,8.030921933085502,8.03
José Montenegro,51414478534,2003019,Escola de Tecnologia,6,,8.016576576576577,8.02
Vinícius da Cunha,71682155901,2003011,Escola de Tecnologia,3,,7.94713605442177,7.95
Luiz Felipe Rios,29843770113,81058621,Escola de Tecnologia,3,,7.94713605442177,7.95
Giovanna Abreu,94604482848,2003018,Escola de Tecnologia,8,,7.919821693907875,7.92
Apollo Sousa,23132003405,36753290,Escola de Saúde,3,,8.003683774834437,8.01
Antony Azevedo,83897817445,16732889,Escola de Saúde,8,,7.959191353082466,7.99
Maria Laura Cavalcanti,48016716977,2000065,Escola de Tecnologia,9,,,
José Miguel Pacheco,31449903748,2000064,Escola de Tecnologia,3,,7.94713605442177,7.95
Mateus Vasconcelos,55971886270,2000063,Escola de Tecnologia,9,,,
Nicole Duarte,95296776846,2000067,Escola de Tecnologia,3,,7.94713605442177,7.95
Calebe Marques,97899643979,2000066,Escola de Tecnologia,1,,8.03510148849797,8.04
Ana Liz da Paz,18015800357,2000069,Escola de Tecnologia,5,,8.034368998628258,8.03
Yan Martins,8284672152,18168448,Ciências Biológicas,1,,8.009375,8.05
Matheus Ferreira,47745990378,47132893,Escola de Engenharia,2,,7.99183147033534,7.98
Maria Isis Leão,37362227036,2009010,Escola de Saúde,5,,7.945814345991562,7.95
Nathan da Rocha,61687013320,2009008,Escola de Saúde,2,,8.029213938411669,8.03
Maria Fernanda Peixoto,33620226550,2009013,Escola de Saúde,5,,7.945814345991562,7.95
Luiz Felipe Sampaio,74502776169,2009012,Escola de Saúde,8,,7.959191353082466,7.96
Laís Silveira,92141537788,85173840,Escola de Tecnologia,3,,7.94713605442177,7.97
Emanuel Lima,30570039749,44769470,Escola de Engenharia,8,,8.0739901071723,8.04
Davi Luiz Rios,45748445074,2002849,Escola de Tecnologia,4,,7.961030927835051,7.96
Ana Liz da Mota,86854098402,2002848,Escola de Tecnologia,7,,8.030921933085502,8.03
Eduardo Nascimento,5884992969,2002847,Escola de Tecnologia,4,,7.961030927835051,7.99
Eduardo Albuquerque,22132648198,2002843,Escola de Tecnologia,6,,8.016576576576577,8.02
Miguel Vargas,30100412948,2002846,Escola de Tecnologia,3,,7.94713605442177,7.95
Luna da Mata,33345515542,2002841,Escola de Tecnologia,8,,7.919821693907875,7.92
Diogo Ferreira,50328247280,2002842,Escola de Tecnologia,3,,7.94713605442177,7.95
Gustavo Henrique Teixeira,32586247899,2002844,Escola de Tecnologia,4,,7.961030927835051,7.96
Brayan Novais,7081643697,2000836,Escola de Tecnologia,6,,8.016576576576577,8.02
Lucca Cavalcanti,99073751841,2000841,Escola de Tecnologia,3,,7.94713605442177,7.95
Maria Júlia Duarte,62657118483,2000840,Escola de Tecnologia,2,,8.004819112627986,8.0
Maria Laura Machado,85045333085,2000845,Escola de Tecnologia,6,,8.016576576576577,8.02
Marcelo Cirino,57466256737,2000839,Escola de Tecnologia,9,,,
Yago Gonçalves,25219136579,2000844,Escola de Tecnologia,6,,8.016576576576577,8.02
Ravi Sousa,24473855576,46398880,Ciências Biológicas,2,,8.097638095238096,8.02
Isadora Moreira,82815690901,76519975,Ciências Biológicas,8,,7.936876155268023,7.94
Antony Casa Grande,65545998680,2003926,Escola de Engenharia,7,,7.962367109634552,7.96
Lucca da Cunha,82647976781,2003920,Escola de Engenharia,5,,7.928421052631579,7.93
Sophia Mendes,43753573422,2003917,Escola de Engenharia,5,,7.928421052631579,7.93
João Lucas Rodrigues,96025439682,2003913,Escola de Engenharia,5,,7.928421052631579,7.93
Stella Cardoso,8990693281,2003919,Escola de Engenharia,7,,7.962367109634552,7.96
Guilherme Ferreira,74052542474,2003925,Escola de Engenharia,8,,8.0739901071723,8.07
Ana Laura Rezende,85971965939,2003915,Escola de Engenharia,7,,7.962367109634552,7.96
Kamilly Albuquerque,83113988975,2003916,Escola de Engenharia,7,,7.962367109634552,7.96
Léo Barbosa,1857871535,2003922,Escola de Engenharia,3,,8.016448839208941,8.02
Otávio Cavalcanti,26831767809,2003918,Escola de Engenharia,2,,7.99183147033534,7.99
Juliana da Rosa,23388321351,58802379,Escola de Saúde,3,,8.003683774834437,8.0
Maria Vitória Cavalcante,76041738460,87754505,Escola de Saúde,7,,8.009608006672227,7.98
Rael Fogaça,77487258404,2013081,Ciências Biológicas,5,,7.973406193078324,7.97
Luiz Otávio Castro,1039228578,2013075,Ciências Biológicas,6,,7.952380038387715,7.95
Larissa Monteiro,51713927501,2013083,Ciências Biológicas,6,,7.952380038387715,7.95
Maria Fernanda Melo,57981460406,2013086,Ciências Biológicas,3,,8.033939393939393,8.03
Maria Alice Santos,67375897686,2013076,Ciências Biológicas,4,,7.924395393474088,7.92
Lucas Gabriel Nunes,73327319851,2013080,Ciências Biológicas,1,,8.009375,8.01
Emanuella Marques,2746096214,2013074,Ciências Biológicas,3,,8.033939393939393,8.03
José Miguel Porto,50441918187,2013084,Ciências Biológicas,4,,7.924395393474088,7.92
Melina Cirino,85360154181,2013078,Ciências Biológicas,4,,7.924395393474088,7.92
Luiz Otávio Dias,5364552211,2013085,Ciências Biológicas,5,,7.973406193078324,7.97
Vicente Cirino,9976126806,81668720,Escola de Saúde,8,,7.959191353082466,8.01
Mateus Machado,40768665801,21622083,Escola de Saúde,5,,7.945814345991562,8.0
Liam da Mota,58156274601,80346023,Escola de Saúde,6,,8.010923566878981,8.02
Rebeca Pastor,26314062821,70942398,Escola de Tecnologia,7,,8.030921933085502,7.98
Fernanda Caldeira,48581798321,85389601,Escola de Tecnologia,3,,7.94713605442177,7.95
Luiz Felipe Cirino,58750420166,2011407,Ciências Biológicas,4,,7.924395393474088,7.92
Manuela Teixeira,50198956669,2011402,Ciências Biológicas,9,,,
Lara da Cunha,92075565809,84085876,Ciências Biológicas,9,,,7.98
Dante Peixoto,55777316278,2011410,Ciências Biológicas,7,,8.032611464968154,8.03
Fernanda Leão,98897604976,2011403,Ciências Biológicas,7,,8.032611464968154,8.03
Anthony Cavalcante,9758875931,2011406,Ciências Biológicas,6,,7.952380038387715,7.95
Theodoro Brito,46822100601,2011398,Ciências Biológicas,6,,7.952380038387715,7.95
Matheus Cardoso,55896922658,2011401,Ciências Biológicas,9,,,
Isaac Pimenta,32526548723,2011399,Ciências Biológicas,8,,7.936876155268023,7.94
Matheus Melo,68699209032,2011404,Ciências Biológicas,9,,,
Rebeca Dias,99126255976,2737205,Escola de Engenharia,2,,7.99183147033534,8.0
Emanuella da Mota,24354514476,28376079,Escola de Saúde,3,,8.003683774834437,7.99
Bento Correia,45302631557,2005681,Escola de Engenharia,8,,8.0739901071723,8.07
Clarice Sampaio,91183528621,2005690,Escola de Engenharia,3,,8.016448839208941,8.02
Josué da Cunha,81836720028,2005683,Escola de Engenharia,6,,7.986284691136975,7.99
Cauê Camargo,42370293799,2005689,Escola de Engenharia,9,,8.011547248182762,8.01
Daniel Jesus,1604956134,2005680,Escola de Engenharia,9,,8.011547248182762,8.01
Arthur Miguel da Conceição,77609849077,2005686,Escola de Engenharia,9,,8.011547248182762,8.01
Esther Vasconcelos,55830994061,49075796,Escola de Tecnologia,6,,8.016576576576577,8.01
Bruna Nunes,7407864437,25873802,Ciências Biológicas,8,,7.936876155268023,8.0
André Mendes,86847197615,94411120,Escola de Engenharia,8,,8.0739901071723,8.0
Luiz Gustavo Camargo,8637838078,2007223,Escola de Saúde,6,,8.010923566878981,8.01
João Vitor Marques,53602720846,2007215,Escola de Saúde,4,,8.052280701754386,8.05
Cauã Ribeiro,54906854431,2007212,Escola de Saúde,1,,8.011402095084609,8.01
Otávio Ferreira,88879038788,2007213,Escola de Saúde,3,,8.003683774834437,8.0
João Miguel Melo,22256407763,2007216,Escola de Saúde,6,,8.010923566878981,8.01
Lucas Gabriel Vargas,97564036618,2007220,Escola de Saúde,5,,7.945814345991562,7.95
Lucas Aragão,86673428536,2007225,Escola de Saúde,1,,8.011402095084609,8.01
Ana Sá,65622467894,2007219,Escola de Saúde,6,,8.010923566878981,8.0
Heitor Leão,17877084181,2007224,Escola de Saúde,6,,8.010923566878981,8.01
Felipe Vieira,74220151899,24506619,Escola de Engenharia,6,,7.986284691136975,7.97
João Siqueira,36655208592,2002219,Escola de Tecnologia,2,,8.004819112627986,8.0
Dom Porto,89648443300,34941641,Escola de Tecnologia,1,,8.03510148849797,8.03
Cecília da Mata,42281947619,2002218,Escola de Tecnologia,8,,7.919821693907875,7.92
Luna Mendes,81940775201,2002217,Escola de Tecnologia,5,,8.034368998628258,8.03
Alícia Cirino,21193825853,2002215,Escola de Tecnologia,3,,7.94713605442177,7.95
Valentina Vieira,70117973447,2002216,Escola de Tecnologia,4,,7.961030927835051,7.96
Luana Silveira,16946782819,2002214,Escola de Tecnologia,5,,8.034368998628258,8.03
Davi Lucas Dias,24289246802,46959036,Ciências Biológicas,4,,7.924395393474088,8.0
Leandro Sousa,33609138612,28916898,Escola de Engenharia,5,,7.928421052631579,7.95
Nina Pires,67379789619,2008087,Escola de Saúde,5,,7.945814345991562,7.95
Mariane Gonçalves,22386134137,2008081,Escola de Saúde,6,,8.010923566878981,8.01
Matheus Aragão,76534559492,2008088,Escola de Saúde,9,,7.980497237569061,7.99
Alexandre Vasconcelos,88242070984,2008092,Escola de Saúde,8,,7.959191353082466,7.96
Maria Luiza da Cunha,46264997062,2008085,Escola de Saúde,3,,8.003683774834437,8.0
Matteo Gomes,59614889087,2008089,Escola de Saúde,7,,8.009608006672227,8.01
Catarina Rocha,82464102901,2008086,Escola de Saúde,2,,8.029213938411669,8.03
Ana Liz Sales,58015704444,2008090,Escola de Saúde,7,,8.009608006672227,8.01
Ana Julia Azevedo,3677665408,2008084,Escola de Saúde,7,,8.009608006672227,8.01
Zoe Sousa,25264713115,2008083,Escola de Saúde,3,,8.003683774834437,8.0
Cauã Garcia,51687940507,2008082,Escola de Saúde,4,,8.052280701754386,8.05
Alana Dias,6395367566,72474585,Ciências Biológicas,4,,7.924395393474088,7.98
Maria Liz Mendonça,18561964360,2013259,Ciências Biológicas,6,,7.952380038387715,7.96
Maysa da Conceição,7344754419,2013260,Ciências Biológicas,7,,8.032611464968154,8.03
Marcela Almeida,18822477493,2013253,Ciências Biológicas,1,,8.009375,8.01
Mariana da Rosa,91894038343,2013261,Ciências Biológicas,7,,8.032611464968154,8.03
Erick Mendes,24832978019,59998173,Ciências Biológicas,6,,7.952380038387715,8.02
Luiz Miguel Câmara,66626823937,2013255,Ciências Biológicas,4,,7.924395393474088,8.01
Vitor Gabriel Cirino,75845496357,83553862,Escola de Tecnologia,3,,7.94713605442177,8.02
Pietra Rios,38522158944,2012321,Ciências Biológicas,5,,7.973406193078324,7.97
Ísis Sousa,38600814523,2012315,Ciências Biológicas,6,,7.952380038387715,7.95
José Pedro Lopes,14446227920,2012317,Ciências Biológicas,3,,8.033939393939393,8.03
Sarah da Luz,18347632507,2012322,Ciências Biológicas,3,,8.033939393939393,8.0
Luan Moreira,88311784404,2012316,Ciências Biológicas,2,,8.097638095238096,8.1
Lunna Albuquerque,16265476749,2010498,Ciências Biológicas,8,,7.936876155268023,7.94
Alana Cunha,34958066290,2010494,Ciências Biológicas,5,,7.973406193078324,7.97
Isadora Peixoto,1804898983,2010499,Ciências Biológicas,6,,7.952380038387715,7.95
Thomas Martins,25861476215,2010496,Ciências Biológicas,2,,8.097638095238096,8.1
Isabella Cavalcante,51646288792,2010500,Ciências Biológicas,5,,7.973406193078324,7.97
Emanuella Casa Grande,16940867795,2010493,Ciências Biológicas,4,,7.924395393474088,7.92
Enrico Caldeira,64755126785,93412372,Escola de Engenharia,7,,7.962367109634552,7.98
Dom Silveira,46741174512,2011584,Ciências Biológicas,8,,7.936876155268023,7.94
Vitor da Mota,13698394669,2011578,Ciências Biológicas,3,,8.033939393939393,8.03
Ravi Lucca Macedo,3969237555,2011574,Ciências Biológicas,9,,,
Melissa Porto,92684988913,2011582,Ciências Biológicas,3,,8.033939393939393,8.03
Daniela Pastor,68200535038,2011576,Ciências Biológicas,6,,7.952380038387715,7.95
Camila Cunha,98216269277,2011581,Ciências Biológicas,1,,8.009375,8.01
Pedro Miguel Caldeira,39788306876,2011579,Ciências Biológicas,7,,8.032611464968154,8.03
Danilo da Rosa,77743065759,2011577,Ciências Biológicas,6,,7.952380038387715,7.95
Sara Ramos,16798468613,2011572,Ciências Biológicas,3,,8.033939393939393,8.03
Maria Clara Freitas,55743951603,2011573,Ciências Biológicas,6,,7.952380038387715,7.95
Bruna Moraes,8512722581,77758578,Ciências Biológicas,7,,8.032611464968154,7.96
José Sales,73658712659,45099189,Ciências Biológicas,6,,7.952380038387715,7.97
Cauê Nunes,11641877657,2008255,Escola de Saúde,3,,8.003683774834437,8.0
Isadora Nascimento,85012561703,2008249,Escola de Saúde,7,,8.009608006672227,8.01
Valentina Cirino,24917303933,43697968,Escola de Saúde,9,,7.980497237569061,7.99
Isabella Rios,82111526397,2008258,Escola de Saúde,3,,8.003683774834437,8.0
Catarina Ferreira,65617036542,2008256,Escola de Saúde,8,,7.959191353082466,7.96
Eduardo Correia,23843559389,2008253,Escola de Saúde,8,,7.959191353082466,7.96
Ravi da Rosa,2590624701,2008254,Escola de Saúde,9,,7.980497237569061,8.0
Otávio Cunha,21193107720,2008257,Escola de Saúde,7,,8.009608006672227,8.01
Benjamim Novaes,72456725234,79462156,Escola de Saúde,7,,8.009608006672227,8.02
João Lucas Silva,84443558533,2008252,Escola de Saúde,7,,8.009608006672227,8.01
Vinicius Siqueira,94103061815,2008251,Escola de Saúde,9,,7.980497237569061,7.98
Lara Dias,81054580082,2008250,Escola de Saúde,8,,7.959191353082466,7.96
Bella Vargas,21969203253,68392961,Escola de Tecnologia,7,,8.030921933085502,8.02
Yan da Cunha,6848070878,62206950,Ciências Biológicas,7,,8.032611464968154,8.01
Diogo Mendonça,15352452682,2000259,Escola de Tecnologia,2,,8.004819112627986,7.98
Diego Gomes,36166659124,2000265,Escola de Tecnologia,6,,8.016576576576577,8.02
Arthur Gomes,33177685642,2000261,Escola de Tecnologia,3,,7.94713605442177,7.95
Rafaela da Paz,62292658025,2000262,Escola de Tecnologia,7,,8.030921933085502,8.03
Heloisa da Mota,93208357288,2000264,Escola de Tecnologia,7,,8.030921933085502,8.03
Brenda Barbosa,99584155269,2012153,Ciências Biológicas,2,,8.097638095238096,8.1
Matteo da Luz,60483672108,2012150,Ciências Biológicas,8,,7.936876155268023,7.94
Lara da Cunha,92075565809,84085876,Ciências Biológicas,8,,7.936876155268023,7.98
Augusto Cunha,74353827728,2012155,Ciências Biológicas,2,,8.097638095238096,8.02
Pedro Caldeira,71795373478,2012154,Ciências Biológicas,2,,8.097638095238096,8.1
Emilly Abreu,39249138813,2012147,Ciências Biológicas,8,,7.936876155268023,7.94
Anthony Gabriel Rocha,80298609248,2012149,Ciências Biológicas,2,,8.097638095238096,8.1
Cauê Silva,45788454186,2012158,Ciências Biológicas,4,,7.924395393474088,7.92
Caio Sá,56024640082,2012156,Ciências Biológicas,2,,8.097638095238096,8.1
Antônio Rodrigues,24169670073,2012152,Ciências Biológicas,7,,8.032611464968154,8.03
Cecília Pereira,87977662259,97389898,Escola de Saúde,9,,7.980497237569061,8.0
Bento Nunes,64584265988,10218716,Escola de Tecnologia,4,,7.961030927835051,7.99
Ana Moreira,37281433405,45290096,Ciências Biológicas,6,,7.952380038387715,7.98
Raquel Azevedo,39728572638,68775005,Ciências Biológicas,6,,7.952380038387715,8.03
Gael Henrique Gomes,85824685560,2006465,Escola de Engenharia,2,,7.99183147033534,7.99
Allana Sales,55414924454,2006467,Escola de Engenharia,2,,7.99183147033534,7.99
Raquel Machado,84059592958,2006466,Escola de Engenharia,7,,7.962367109634552,7.96
Maria Isis Castro,16968231352,2006463,Escola de Engenharia,5,,7.928421052631579,7.93
Raul Pinto,36296894472,73421401,Escola de Engenharia,8,,8.0739901071723,8.0
Juliana Fernandes,5235330869,2009774,Escola de Saúde,8,,7.959191353082466,7.96
Cauã Cassiano,92830733906,2009764,Escola de Saúde,9,,7.980497237569061,7.98
Laís da Paz,45420680703,2009763,Escola de Saúde,8,,7.959191353082466,7.96
Maria Luísa Cavalcante,79630708561,2009768,Escola de Saúde,8,,7.959191353082466,7.96
Melina Casa Grande,23092008364,2009769,Escola de Saúde,6,,8.010923566878981,8.01
Lucas Mendonça,64608292363,2009773,Escola de Saúde,5,,7.945814345991562,7.95
Davi Lucas Moura,97024923308,14741783,Escola de Saúde,8,,7.959191353082466,7.98
Stephany Almeida,31313450965,2009776,Escola de Saúde,2,,8.029213938411669,8.03
Arthur Miguel Nascimento,87261187805,2009775,Escola de Saúde,1,,8.011402095084609,8.01
Leonardo da Rosa,19090489651,2009766,Escola de Saúde,4,,8.052280701754386,8.01
Maria Liz Peixoto,37880554706,2009772,Escola de Saúde,6,,8.010923566878981,8.01
Ana Nunes,2439258952,2009765,Escola de Saúde,1,,8.011402095084609,8.01
Brayan Cassiano,69031451112,2009771,Escola de Saúde,7,,8.009608006672227,8.01
Pedro Castro,86837906411,91840555,Escola de Tecnologia,9,,,8.0
Pedro Machado,15527946579,63554428,Ciências Biológicas,7,,8.032611464968154,8.02
Amanda Silveira,92629781038,2004802,Escola de Engenharia,8,,8.0739901071723,8.07
Yuri Rezende,61414320351,2004803,Escola de Engenharia,5,,7.928421052631579,7.97
Liam Pinto,36000204061,86387931,Escola de Engenharia,2,,7.99183147033534,7.97
Murilo Fogaça,3818122606,2004804,Escola de Engenharia,3,,8.016448839208941,8.02
Maria Júlia Garcia,16747402661,2004801,Escola de Engenharia,6,,7.986284691136975,7.99
Cauã da Cruz,37374668498,2004806,Escola de Engenharia,4,,7.955649622799664,7.96
Ian Almeida,27320955799,2004807,Escola de Engenharia,7,,7.962367109634552,7.95
Maria Eduarda Leão,7220472463,27691261,Escola de Saúde,5,,7.945814345991562,7.99
Cauê da Cunha,8918938131,59126606,Escola de Tecnologia,7,,8.030921933085502,7.99
Fernando Freitas,34006014685,2005501,Escola de Engenharia,8,,8.0739901071723,8.07
Ravi Lucca Cunha,11873422119,2005498,Escola de Engenharia,1,,7.969423604757548,7.97
Kamilly Cardoso,59072605307,2005500,Escola de Engenharia,8,,8.0739901071723,8.07
Eloá Cassiano,33719629195,2005497,Escola de Engenharia,8,,8.0739901071723,8.07
Maria Vitória Barros,26535544647,2005502,Escola de Engenharia,4,,7.955649622799664,7.96
Giovanna Pastor,37261254993,2005499,Escola de Engenharia,5,,7.928421052631579,7.93
Anthony Gabriel Albuquerque,72191015229,2003758,Escola de Engenharia,7,,7.962367109634552,7.96
José Miguel Câmara,33696047804,2003751,Escola de Engenharia,5,,7.928421052631579,7.95
Henry Cunha,72953822125,2003753,Escola de Engenharia,2,,7.99183147033534,7.99
Léo da Costa,7910537168,2003747,Escola de Engenharia,5,,7.928421052631579,7.93
José Lopes,95358825716,2003754,Escola de Engenharia,8,,8.0739901071723,8.07
Heloisa Abreu,31261223020,2003748,Escola de Engenharia,1,,7.969423604757548,7.97
Valentina Andrade,25068616831,35769398,Escola de Engenharia,9,,8.011547248182762,8.0
Luiz Otávio Cunha,11323043020,2007398,Escola de Saúde,8,,7.959191353082466,7.96
Leonardo Costela,12447935204,2007394,Escola de Saúde,6,,8.010923566878981,8.01
Evelyn Viana,62492999472,2007392,Escola de Saúde,4,,8.052280701754386,8.05
Esther Pires,73351232734,2007393,Escola de Saúde,3,,8.003683774834437,8.0
Dom Mendonça,24186768206,2007397,Escola de Saúde,7,,8.009608006672227,8.01
Ravi da Mota,43199282038,2007390,Escola de Saúde,9,,7.980497237569061,7.98
Luiz Fernando Pimenta,35951915427,90897851,Escola de Saúde,4,,8.052280701754386,8.03
Thiago Abreu,20868471593,2007396,Escola de Saúde,7,,8.009608006672227,8.01
Valentina Caldeira,23878011025,45058604,Escola de Saúde,9,,7.980497237569061,8.01
Heloísa Farias,4351659498,2007395,Escola de Saúde,6,,8.010923566878981,8.01
Luiz Miguel Sampaio,54145916992,2002084,Escola de Tecnologia,9,,,
Milena Moraes,11618653521,2002083,Escola de Tecnologia,9,,,
Lívia Novais,92504705246,2002082,Escola de Tecnologia,1,,8.03510148849797,8.04
Nina Cassiano,95481617063,2002090,Escola de Tecnologia,2,,8.004819112627986,8.0
José Miguel Santos,9579884172,2002080,Escola de Tecnologia,8,,7.919821693907875,7.92
Laís Andrade,43023336373,2002089,Escola de Tecnologia,8,,7.919821693907875,7.92
Marina Moura,95799508131,2002081,Escola de Tecnologia,6,,8.016576576576577,8.02
Igor Siqueira,10300286553,2002085,Escola de Tecnologia,4,,7.961030927835051,7.96
Alexandre Cavalcante,16083270753,2002088,Escola de Tecnologia,9,,,
Luiz Fernando Pacheco,28976109733,2001151,Escola de Tecnologia,1,,8.03510148849797,8.04
Pietro Cavalcanti,66556908689,2001158,Escola de Tecnologia,6,,8.016576576576577,8.02
Josué Brito,23968619991,2001157,Escola de Tecnologia,1,,8.03510148849797,8.04
Joaquim Pires,57610454027,2001154,Escola de Tecnologia,5,,8.034368998628258,8.03
Erick Costela,83771852288,2001162,Escola de Tecnologia,2,,8.004819112627986,8.0
Pedro Miguel Fogaça,69336310863,2001156,Escola de Tecnologia,7,,8.030921933085502,8.03
Beatriz Rocha,48606624806,2001159,Escola de Tecnologia,4,,7.961030927835051,7.96
Luiz Felipe Rios,29843770113,81058621,Escola de Tecnologia,3,,7.94713605442177,7.95
Davi Lucca da Rosa,26024434586,2001161,Escola de Tecnologia,6,,8.016576576576577,8.02
Joana Rocha,55143137928,2001152,Escola de Tecnologia,8,,7.919821693907875,7.92
Luísa Gonçalves,10100332888,2001153,Escola de Tecnologia,9,,,
Dante Silveira,934501833,2001001,Escola de Tecnologia,2,,8.004819112627986,8.0
Rafael Costela,56121718592,2000999,Escola de Tecnologia,9,,,
Asafe Nunes,12670613985,2001000,Escola de Tecnologia,1,,8.03510148849797,8.04
João Lucas Dias,9031258671,62604946,Escola de Tecnologia,7,,8.030921933085502,7.97
Anthony Gabriel Pastor,56277639128,2000997,Escola de Tecnologia,3,,7.94713605442177,7.95
Alice Lima,91726394967,2000998,Escola de Tecnologia,7,,8.030921933085502,8.03
Maria Cecília Rios,53798330908,2000102,Escola de Tecnologia,9,,,
Pietra Novaes,71180683519,2000099,Escola de Tecnologia,1,,8.03510148849797,8.04
Yasmin Porto,27544175564,2000104,Escola de Tecnologia,8,,7.919821693907875,7.92
Heloísa Caldeira,82772835175,2000092,Escola de Tecnologia,5,,8.034368998628258,8.03
Renan da Mota,31939112588,2000101,Escola de Tecnologia,4,,7.961030927835051,7.96
Pedro Lucas Carvalho,85799357957,2000095,Escola de Tecnologia,4,,7.961030927835051,7.96
Juan Silveira,20499604860,2000097,Escola de Tecnologia,9,,,
Antonella das Neves,51002900292,2000100,Escola de Tecnologia,9,,,
Ana Cecília Nogueira,42358145442,2000103,Escola de Tecnologia,6,,8.016576576576577,8.02
Maria Alice Mendonça,98661183125,2000105,Escola de Tecnologia,3,,7.94713605442177,7.95
Leandro Correia,24401582722,2000093,Escola de Tecnologia,6,,8.016576576576577,8.02
Luiz Otávio Pinto,18566491846,2000096,Escola de Tecnologia,1,,8.03510148849797,8.04
João Pastor,27538527514,92781937,Ciências Biológicas,7,,8.032611464968154,7.99
Ísis Novaes,97462778612,2005391,Escola de Engenharia,8,,8.0739901071723,8.07
Pedro Lucas Rezende,60619944002,2005384,Escola de Engenharia,1,,7.969423604757548,7.97
Lara Novaes,52613591347,2005385,Escola de Engenharia,4,,7.955649622799664,7.96
Ayla Jesus,27107337732,33558405,Escola de Engenharia,1,,7.969423604757548,7.97
Bianca Peixoto,55671147964,2005387,Escola de Engenharia,4,,7.955649622799664,7.96
Arthur Pereira,80749403933,2005390,Escola de Engenharia,8,,8.0739901071723,8.07
Luísa Peixoto,64465935921,2005386,Escola de Engenharia,3,,8.016448839208941,8.02
Luiz Otávio Gonçalves,81308834722,2005383,Escola de Engenharia,4,,7.955649622799664,7.96
Kaique Caldeira,15292438672,2005388,Escola de Engenharia,1,,7.969423604757548,7.97
Ana Laura Campos,62055489633,59362825,Escola de Tecnologia,8,,7.919821693907875,7.99
Ana Luiza Pires,62219963178,2009944,Escola de Saúde,8,,7.959191353082466,7.96
Maysa Borges,54665836791,2009947,Escola de Saúde,2,,8.029213938411669,8.03
Lucca Mendonça,32199906067,2009945,Escola de Saúde,8,,7.959191353082466,7.96
Luiz Gustavo Melo,23991359744,2009942,Escola de Saúde,5,,7.945814345991562,7.95
João Vitor Freitas,11705557681,2009946,Escola de Saúde,4,,8.052280701754386,8.04
Maria Julia Câmara,91418780600,2009943,Escola de Saúde,9,,7.980497237569061,7.98
Natália Costa,17356726085,2009941,Escola de Saúde,2,,8.029213938411669,7.99
Ana Luiza Freitas,16809782417,96593799,Escola de Tecnologia,5,,8.034368998628258,8.02
Matteo Ribeiro,92964391455,2001349,Escola de Tecnologia,2,,8.004819112627986,8.0
Ravi Lucca da Luz,76420151883,2001348,Escola de Tecnologia,5,,8.034368998628258,8.03
Pietra da Costa,22381986204,2001347,Escola de Tecnologia,7,,8.030921933085502,8.03
